ship_postal_code,ship_country,ship_state,ship_city
600083,IN,KARNATAKA,Shimoga
623525,IN,TELANGANA,Siddipet
173220,IN,TELANGANA,HYDERABAD
110085,IN,KARNATAKA,MYSORE
382440,IN,UTTAR PRADESH,CHOUBEPUR KALAN
456001,IN,MAHARASHTRA,PIMPRI CHINCHWAD
416008,IN,UTTAR PRADESH,BALLIA
695102,IN,KERALA,KOLLAM
490020,IN,LADAKH,LEH ladakh
524003,IN,KERALA,PATHANAMTHITTA
411041,IN,TAMIL NADU,CHENNAI
125033,IN,KERALA,THIRUVANANTHAPURAM
517194,IN,KARNATAKA,UDUPI
403103,IN,TELANGANA,HYDERABAD
781120,IN,CHHATTISGARH,BILASPUR
670706,IN,TAMIL NADU,CHENNAI
560043,IN,TAMIL NADU,Ramanathapuram dist
500052,IN,HIMACHAL PRADESH,PARWANOO
691004,IN,DELHI,ROHINI
700110,IN,Gujarat,AHMEDABAD
602024,IN,MADHYA PRADESH,UJJAIN
500036,IN,MAHARASHTRA,kolhapur
796001,IN,KERALA,THIRUVANANTHAPURAM DISTRICT
576111,IN,CHHATTISGARH,BHILAI
410505,IN,ANDHRA PRADESH,Nellore
302021,IN,MAHARASHTRA,PUNE
500085,IN,HARYANA,HANSI
452001,IN,ANDHRA PRADESH,CHINNAGOTTIGALLU
411048,IN,GOA,BORIM
831012,IN,ASSAM,Mirza
394650,IN,KERALA,KANNUR
581202,IN,KARNATAKA,Bangalore
342001,IN,TELANGANA,HYDERABAD
273004,IN,KERALA,Kollam
700070,IN,WEST BENGAL,"Sodepur, Kolkata"
171013,IN,TAMIL NADU,Thiruvallur
560054,IN,TELANGANA,Hyderabad
400103,IN,TAMIL NADU,CHENNAI
845438,IN,MIZORAM,AIZAWL
781101,IN,KARNATAKA,KARKAL
679535,IN,MAHARASHTRA,RAJGURUNAGAR KHED
141013,IN,RAJASTHAN,JAIPUR
500040,IN,TELANGANA,Hyderabad
245205,IN,MADHYA PRADESH,INDORE
493118,IN,MAHARASHTRA,PUNE
835217,IN,JHARKHAND,JAMSHEDPUR
395003,IN,KARNATAKA,BENGALURU
600078,IN,Gujarat,"Vyara, Tapi"
574231,IN,KARNATAKA,Neeralagi
577202,IN,RAJASTHAN,JODHPUR
642003,IN,UTTAR PRADESH,GORAKHPUR
574323,IN,WEST BENGAL,KOLKATA South 24 paragana
734003,IN,KARNATAKA,Bangalore
801503,IN,MAHARASHTRA,"Wagholi, PUNE"
842001,IN,UTTAR PRADESH,Gautam Buddha Nagar
414002,IN,HIMACHAL PRADESH,SHIMLA
600051,IN,KARNATAKA,BENGALURU
700089,IN,MAHARASHTRA,MUMBAI
636016,IN,WEST BENGAL,Kolkata
342013,IN,BIHAR,BETTIAH
521001,IN,ASSAM,Borka
560091,IN,KARNATAKA,Bangalore
522007,IN,KERALA,Palakkad
781035,IN,PUNJAB,LUDHIANA
686105,IN,TELANGANA,HYDERABAD
600017,IN,UTTAR PRADESH,GARHMUKTESHWAR
570023,IN,CHHATTISGARH,BHATAPARA
679334,IN,JHARKHAND,Ranchi
620002,IN,Gujarat,SURAT
581115,IN,TAMIL NADU,CHENNAI
641025,IN,KARNATAKA,BANTVAL
690533,IN,KARNATAKA,SHIVAMOGGA
421202,IN,TAMIL NADU,Pollachi
814154,IN,KARNATAKA,BANTVAL
754022,IN,WEST BENGAL,SILIGURI
575005,IN,BIHAR,PATNA
580030,IN,BIHAR,MUZAFFARPUR
505451,IN,MAHARASHTRA,AHMADNAGAR
500054,IN,TAMIL NADU,CHENNAI
600062,IN,WEST BENGAL,KOLKATA
415604,IN,TAMIL NADU,SALEM
560008,IN,RAJASTHAN,JODHPUR
741139,IN,ANDHRA PRADESH,Machilipatnam
758022,IN,KARNATAKA,BANGALORE
534260,IN,KARNATAKA,Bangalore
683501,IN,ANDHRA PRADESH,GUNTUR
181221,IN,ASSAM,GUWAHATI
394601,IN,KERALA,CHANGANACHERRY
110010,IN,TAMIL NADU,CHENNAI
560096,IN,KARNATAKA,MYSURU
571111,IN,KERALA,MALAPPURAM
685561,IN,TAMIL NADU,TIRUCHIRAPPALLI
364003,IN,KARNATAKA,RANEBENNUR
226026,IN,TAMIL NADU,COIMBATORE
695002,IN,KARNATAKA,BENGALURU
602002,IN,KERALA,KRISHNAPURAM
110060,IN,MAHARASHTRA,Dombivli (WEST)
764036,IN,JHARKHAND,MAHAGAMA
395007,IN,ODISHA,Cuttack
521235,IN,KARNATAKA,MANGALURU 575005
403501,IN,KARNATAKA,HUBBALLI
208020,IN,TELANGANA,Karimnagar
520010,IN,TELANGANA,HYDERABAD
403109,IN,TAMIL NADU,Chennai
678731,IN,MAHARASHTRA,KHERDI
160019,IN,KARNATAKA,BENGALURU
685508,IN,WEST BENGAL,DHUBULIA
600061,IN,ODISHA,KENDUJHAR
275105,IN,ANDHRA PRADESH,PALACOLE
380055,IN,KERALA,Eloor
801505,IN,JAMMU & KASHMIR,NAGROTA
686572,IN,Gujarat,Bardoli
534239,IN,DELHI,NEW DELHI
134107,IN,KARNATAKA,BENGALURU
581301,IN,KARNATAKA,GUNDLUPET
560084,IN,KERALA,Adimaly
382424,IN,Gujarat,BHAVNAGAR
410504,IN,UTTAR PRADESH,LUCKNOW
410208,IN,KERALA,THIRUVANANTHAPURAM
251001,IN,TAMIL NADU,VENGATHUR
530044,IN,DELHI,NEW DELHI
414003,IN,ODISHA,KORAPUT
382481,IN,Gujarat,SURAT
686010,IN,ANDHRA PRADESH,NADIM TIRUVURU
412308,IN,GOA,Porvorim
620018,IN,UTTAR PRADESH,KANPUR
121106,IN,ANDHRA PRADESH,VIJAYAWADA
600001,IN,GOA,PANAJI
680620,IN,KERALA,PALAKKAD
620017,IN,CHANDIGARH,CHANDIGARH
248011,IN,KERALA,KATTAPPANA
411058,IN,TAMIL NADU,CHENNAI
673011,IN,UTTAR PRADESH,GHOSI
585402,IN,ASSAM,GUWAHATI
743144,IN,Gujarat,AHMEDABAD
797116,IN,BIHAR,PATNA
110020,IN,KERALA,ETTUMANOOR
713401,IN,ANDHRA PRADESH,BHIMAVARAM
563125,IN,HARYANA,CHANDI MANDIR
691571,IN,KARNATAKA,MANGALURU 575005
176208,IN,KARNATAKA,KARWAR
442301,IN,KARNATAKA,BENGALURU
382006,IN,Gujarat,GANDHINAGAR
275202,IN,MAHARASHTRA,PUNE
400014,IN,MAHARASHTRA,NAVI MUMBAI
400091,IN,UTTAR PRADESH,MUZAFFARNAGAR
734004,IN,ANDHRA PRADESH,VISAKHAPATNAM
695571,IN,MAHARASHTRA,Ahmednagar
570008,IN,Gujarat,AHMEDABAD
784001,IN,KERALA,KOTTAYAM
302015,IN,MAHARASHTRA,PUNE
110002,IN,TAMIL NADU,TIRUCHIRAPPALLI
761126,IN,HARYANA,HODAL
690535,IN,TAMIL NADU,CHENNAI
670009,IN,KERALA,ERAVU
600071,IN,TAMIL NADU,TIRUCHIRAPPALLI
795002,IN,UTTARAKHAND,Dehradun
110087,IN,MAHARASHTRA,PUNE
140001,IN,KERALA,KOZHIKODE
522002,IN,KARNATAKA,BIDAR
444906,IN,WEST BENGAL,Ichapore
781038,IN,NAGALAND,DIMAPUR
689646,IN,DELHI,NEW DELHI
639001,IN,WEST BENGAL,BURDWAN
452016,IN,KARNATAKA,CHINTAMANI
621216,IN,KERALA,Kollam
641001,IN,HIMACHAL PRADESH,SHAHPUR
679321,IN,MAHARASHTRA,HINGANGHAT
700024,IN,Gujarat,GANDHINAGAR
700019,IN,UTTAR PRADESH,Ghazipur
384315,IN,MAHARASHTRA,MUMBAI
276303,IN,MAHARASHTRA,MUMBAI
245201,IN,WEST BENGAL,SILIGURI
765001,IN,KERALA,THIRUVANANTHAPURAM
251315,IN,KARNATAKA,MYSURU
440015,IN,ASSAM,TEZPUR
301001,IN,RAJASTHAN,JAIPUR
600094,IN,DELHI,NEW DELHI
110032,IN,ODISHA,BHANJANAGAR
560040,IN,KERALA,KAYAMKULAM
673639,IN,KERALA,"AZHIKODE ,kannur"
560021,IN,TAMIL NADU,CHENNAI
500055,IN,MANIPUR,Leimakhong
732207,IN,MAHARASHTRA,THANE
390023,IN,DELHI,NEW DELHI
522001,IN,PUNJAB,Ropar
246149,IN,ANDHRA PRADESH,GUNTUR
522503,IN,MAHARASHTRA,WARUD
250002,IN,ASSAM,GUWAHATI
670643,IN,KERALA,PATHANAMTHITTA
641016,IN,TAMIL NADU,KARUR
504301,IN,MADHYA PRADESH,INDORE
502001,IN,TAMIL NADU,Tiruchirappalli
691574,IN,TAMIL NADU,COIMBATORE
136118,IN,TELANGANA,HYDERABAD
411047,IN,KERALA,PERINTHALMANNA
711204,IN,WEST BENGAL,KOLKATA
380028,IN,WEST BENGAL,KOLKATA
689672,IN,Gujarat,VISNAGAR
403717,IN,UTTAR PRADESH,AZAMGARH
277209,IN,UTTAR PRADESH,BABUGARH
403402,IN,ODISHA,RAYAGADA RAYAGADA DISTRICT
522259,IN,UTTAR PRADESH,MIRANPUR
390007,IN,MAHARASHTRA,NAGPUR
411007,IN,RAJASTHAN,ALWAR
600088,IN,TAMIL NADU,CHENNAI
600037,IN,MAHARASHTRA,MUMBAI
560070,IN,DELHI,NEW DELHI
560060,IN,KARNATAKA,BENGALURU
403001,IN,KERALA,KIZHUPARAMBA
781004,IN,KARNATAKA,BENGALURU
799003,IN,TELANGANA,HYDERABAD
603202,IN,KARNATAKA,Bangalore
600113,IN,MAHARASHTRA,THANE
680006,IN,WEST BENGAL,MALDA
676123,IN,Gujarat,VADODARA
521329,IN,ANDHRA PRADESH,GUNTUR
532001,IN,UTTARAKHAND,KOTDWARA
411036,IN,ANDHRA PRADESH,Mangalagiri
486884,IN,UTTAR PRADESH,MEERUT
452002,IN,MAHARASHTRA,Mumbai
600041,IN,TELANGANA,Uppal
456771,IN,KERALA,Kuthuparamba
691501,IN,TAMIL NADU,Coimbatore
441802,IN,TELANGANA,MANDAMARRI
361305,IN,TELANGANA,sangareddy
627002,IN,KERALA,Kollam
400033,IN,DELHI,ROHINI
500014,IN,HARYANA,KURUKSHETRA
175019,IN,MAHARASHTRA,PUNE
695121,IN,WEST BENGAL,BALLY
781009,IN,Gujarat,AHMEDABAD
263153,IN,MAHARASHTRA,Dombivli east
411037,IN,KERALA,PATHANAMTHITTA
110048,IN,GOA,VARCA
682024,IN,UTTAR PRADESH,REOTI
380016,IN,GOA,Old goa
412101,IN,ANDHRA PRADESH,GUNTUR
416509,IN,Gujarat,VADODARA
140308,IN,MAHARASHTRA,Pune
401105,IN,TAMIL NADU,CHENNAI
500026,IN,TAMIL NADU,CHENNAI
141109,IN,KARNATAKA,BENGALURU
744103,IN,KARNATAKA,BENGALURU
452010,IN,GOA,Panaji
781006,IN,KARNATAKA,KARKALA
110088,IN,KERALA,Mannuthy
500018,IN,ASSAM,GUWAHATI
208019,IN,TRIPURA,AGARTALA
791110,IN,TAMIL NADU,NANDIVARAM GUDUVANCHERI
393145,IN,TAMIL NADU,CHENNAI
110039,IN,TAMIL NADU,CHENNAI
400028,IN,KERALA,THRISSUR
520004,IN,KERALA,ERNAD
682018,IN,ANDHRA PRADESH,MUDINEPALLE
700047,IN,ANDHRA PRADESH,SRIKAKULAM
181206,IN,MAHARASHTRA,Pune
380006,IN,MADHYA PRADESH,Singrauli
334001,IN,KARNATAKA,BENGALURU
226028,IN,MADHYA PRADESH,INDORE
403506,IN,TAMIL NADU,CHENNAI
600087,IN,MADHYA PRADESH,BADNAGAR Jill Ujjain
600127,IN,KERALA,"HOSPITAL JN,ELAMPALOOR"
422013,IN,MAHARASHTRA,SAKOLI
754212,IN,Gujarat,KHAMBHALIA
171001,IN,TAMIL NADU,TIRUNELVELI
140507,IN,KARNATAKA,MANGALORE
670307,IN,MAHARASHTRA,MUMBAI
402301,IN,TELANGANA,HYDERABAD
682005,IN,HIMACHAL PRADESH,MANDI
201013,IN,KERALA,TRIVANDRUM
410507,IN,ASSAM,GUWAHATI
679341,IN,UTTARAKHAND,RUDRAPUR
444505,IN,MAHARASHTRA,PUNE
122101,IN,DELHI,NEW DELHI
561202,IN,KERALA,KALAMASSERY
560050,IN,Gujarat,ahmedabad
400029,IN,HARYANA,GURUGRAM
126116,IN,MAHARASHTRA,PUNE
363641,IN,MAHARASHTRA,Chandgad
491001,IN,PUNJAB,MOHALI
786003,IN,MAHARASHTRA,THANE
177201,IN,TELANGANA,SECUNDERABAD
700033,IN,PUNJAB,RAIKOT
302033,IN,ANDAMAN & NICOBAR ,Portblair
815301,IN,MADHYA PRADESH,Indore
500088,IN,ASSAM,GUWAHATI
497118,IN,DELHI,NEW DELHI
572118,IN,TELANGANA,Hyderabad
506001,IN,UTTAR PRADESH,Kanpur
678101,IN,ANDAMAN & NICOBAR ,Portblair
572104,IN,ARUNACHAL PRADESH,NAHARLAGUN
600100,IN,Gujarat,Rajpipla
711104,IN,DELHI,NEW DELHI
515871,IN,MAHARASHTRA,MUMBAI
143204,IN,ANDHRA PRADESH,VIJAYAWADA
121003,IN,KERALA,ERNAKULAM
302001,IN,WEST BENGAL,KOLKATA
273213,IN,JAMMU & KASHMIR,Jammu
686563,IN,Gujarat,AHMEDABAD
152107,IN,RAJASTHAN,BIKANER
600116,IN,UTTAR PRADESH,LUCKNOW
641045,IN,MAHARASHTRA,PUNE
673122,IN,GOA,Valpoi
370001,IN,TAMIL NADU,CHENNAI
623517,IN,TAMIL NADU,CHENNAI
629001,IN,MAHARASHTRA,NASHIK
122052,IN,ODISHA,KENDRAPARA
682306,IN,HIMACHAL PRADESH,SHIMLA
686533,IN,Punjab,derabassi
413501,IN,KERALA,Payyanur
812004,IN,MAHARASHTRA,MAHAD
411028,IN,KERALA,KOCHI
110035,IN,UTTAR PRADESH,Ghaziabad
500011,IN,MAHARASHTRA,TALEGAON
401101,IN,KERALA,MALAPPURAM
400010,IN,MAHARASHTRA,WASHIM
606801,IN,HARYANA,GURUGRAM
326022,IN,TELANGANA,Secunderabad
600031,IN,KARNATAKA,PAVAGADA
636451,IN,KARNATAKA,BANGALORE
560072,IN,MAHARASHTRA,MUMBAI
605001,IN,HARYANA,NARWANA
442001,IN,Gujarat,MORBI
600011,IN,CHHATTISGARH,DURG
110046,IN,MAHARASHTRA,Vasai
313001,IN,ASSAM,DIBRUGARH
411043,IN,HIMACHAL PRADESH,UNA
700078,IN,WEST BENGAL,KOLKATA
700006,IN,RAJASTHAN,JAIPUR
400024,IN,JHARKHAND,GIRIDIH
531163,IN,TELANGANA,HYDERABAD
560027,IN,CHHATTISGARH,"Shankargarh, District- Balrampur"
574224,IN,KARNATAKA,TUMKUR
670101,IN,TELANGANA,WARANGAL
700055,IN,KERALA,CHITTUR THATHAMANGALAM
682506,IN,KARNATAKA,TUMAKURU
400703,IN,TAMIL NADU,CHENNAI
580028,IN,WEST BENGAL,HOWRAH
641046,IN,ANDHRA PRADESH,Kanekal
141124,IN,PUNJAB,AMRITSAR
574118,IN,HARYANA,FARIDABAD
400709,IN,RAJASTHAN,JAIPUR
673642,IN,UTTAR PRADESH,GORAKHPUR
632513,IN,KERALA,Kumarakom
524137,IN,PUNJAB,MALAUT
583227,IN,TAMIL NADU,CHENNAI
671314,IN,TAMIL NADU,COIMBATORE
500061,IN,KERALA,KALPETTA
535005,IN,Gujarat,BHUJ
110016,IN,TAMIL NADU,KEELAKARAI
145001,IN,TAMIL NADU,Nagercoil
380060,IN,HARYANA,GURUGRAM
403705,IN,KERALA,"Tripunithura, Kochi"
423401,IN,KERALA,PANACHIKKAD
201204,IN,MAHARASHTRA,OSMANABAD
795132,IN,BIHAR,BHAGALPUR
144629,IN,MAHARASHTRA,PUNE
572103,IN,DELHI,NEW DELHI
560079,IN,TELANGANA,SECUNDERABAD
785621,IN,MAHARASHTRA,THANE
384002,IN,MAHARASHTRA,MUMBAI
768201,IN,TAMIL NADU,CHETPET
412105,IN,RAJASTHAN,BAKANI
400058,IN,TAMIL NADU,CHENNAI
533101,IN,TAMIL NADU,SALEM
781354,IN,KARNATAKA,BENGALURU
643231,IN,PUDUCHERRY,PUDUCHERRY
411060,IN,MAHARASHTRA,WARDHA
516380,IN,MAHARASHTRA,Thane
403707,IN,TAMIL NADU,CHENNAI
700099,IN,DELHI,NEW DELHI
600096,IN,RAJASTHAN,UDAIPUR
394107,IN,MAHARASHTRA,PUNE
134109,IN,WEST BENGAL,Kolkata
713216,IN,WEST BENGAL,KOLKATA
804408,IN,SIKKIM,EAST SIKKIM
803302,IN,MAHARASHTRA,MUMBAI
768017,IN,ANDHRA PRADESH,anadapuram
845411,IN,UTTAR PRADESH,GREATER NOIDA
390024,IN,KARNATAKA,BANGALORE
394660,IN,KARNATAKA,BELTANGADI
282007,IN,KERALA,THALASSERY
800018,IN,WEST BENGAL,KOLKATA
135003,IN,KARNATAKA,MYSURU
700103,IN,KERALA,ERNAKULAM
212635,IN,MAHARASHTRA,Navi mumbai
770001,IN,KARNATAKA,HUBBALLI
133001,IN,TAMIL NADU,COIMBATORE
583231,IN,PUNJAB,LUDHIANA
612001,IN,KARNATAKA,UDUPI
804453,IN,MAHARASHTRA,NAVI MUMBAI
680662,IN,KERALA,MALAPPURAM
394221,IN,TAMIL NADU,WALAJAPET
517502,IN,ANDHRA PRADESH,NELLORE
600126,IN,KARNATAKA,GANGAWATI
577527,IN,KERALA,Nileshwar
600020,IN,KERALA,Kuthuparamba
534201,IN,TELANGANA,Secunderabad
560099,IN,ANDHRA PRADESH,VIZIANAGARAM
846001,IN,DELHI,New Delhi
517592,IN,PUNJAB,BUNGAL
500013,IN,Gujarat,AHMEDABAD
781028,IN,TAMIL NADU,CHENNAI
711114,IN,GOA,QUEPEM
602105,IN,DELHI,NEW DELHI
490021,IN,MAHARASHTRA,YEOLA
743233,IN,UTTAR PRADESH,MODINAGAR
342003,IN,MANIPUR,THONGKHONG LAXMI BAZAR
380013,IN,PUNJAB,JALANDHAR
560015,IN,TAMIL NADU,CHENNAI
400057,IN,KARNATAKA,TUMAKURU
638401,IN,KARNATAKA,BENGALURU
688002,IN,ASSAM,GOLAGHAT
400606,IN,Gujarat,MAHESANA
641017,IN,ODISHA,JHARSUGUDA
122505,IN,MAHARASHTRA,PIMPRI CHINCHWAD
390002,IN,MAHARASHTRA,Dombivli (WEST)
400064,IN,MAHARASHTRA,MUMBAI
600002,IN,ANDHRA PRADESH,RAJAHMUNDRY
242221,IN,ASSAM,RANGIA
641034,IN,TAMIL NADU,Coonoor
751018,IN,MAHARASHTRA,Pune
400052,IN,ANDHRA PRADESH,MUDDANUR
781003,IN,GOA,NAVELIM
721401,IN,WEST BENGAL,KOLKATA
521185,IN,TAMIL NADU,CHENNAI
700036,IN,Gujarat,SURAT
360007,IN,HARYANA,PANCHKULA
600090,IN,WEST BENGAL,DURGAPUR
301019,IN,BIHAR,JEHANABAD
799001,IN,BIHAR,MOKAMEH
500019,IN,ODISHA,BURLA
831002,IN,BIHAR,ARERAJ
782121,IN,Gujarat,VADODARA
110007,IN,Gujarat,UKAI
492007,IN,UTTAR PRADESH,AGRA
208017,IN,BIHAR,PATNA
400001,IN,HARYANA,YAMUNANAGAR
600093,IN,WEST BENGAL,KOLKATA
173212,IN,UTTAR PRADESH,BINDKI
743263,IN,ODISHA,SUNDARGARH
248002,IN,HARYANA,AMBALA
600084,IN,KARNATAKA,KOPPAL
752101,IN,KARNATAKA,BANGALORE
110043,IN,TAMIL NADU,KUMBAKONAM
121001,IN,BIHAR,PATNA
835207,IN,KERALA,VADAKKUMKARA
600060,IN,Gujarat,SURAT
682019,IN,ANDHRA PRADESH,TIRUPATI
783101,IN,TAMIL NADU,CHENNAI
670005,IN,KARNATAKA,HOSDURGA
690525,IN,TAMIL NADU,CHENNAI
700075,IN,ANDHRA PRADESH,BHIMAVARAM
400030,IN,KARNATAKA,Bengaluru
522414,IN,BIHAR,DARBHANGA
695573,IN,ANDHRA PRADESH,NAGARI
631102,IN,TELANGANA,Hyderabad
410201,IN,ASSAM,GUWAHATI
135133,IN,WEST BENGAL,CHAMRAIL
800027,IN,TAMIL NADU,SRIPERUMBUDUR
576104,IN,CHHATTISGARH,BHILAI
411040,IN,WEST BENGAL,HABRA
686693,IN,RAJASTHAN,JODHPUR
394355,IN,Gujarat,AHMEDABAD
583102,IN,KARNATAKA,BENGALURU
800020,IN,MAHARASHTRA,MUMBAI
400102,IN,TAMIL NADU,SATHYAMANGALAM
122002,IN,KERALA,ALAPPUZHA
600110,IN,MAHARASHTRA,THANE
781001,IN,TAMIL NADU,COIMBATORE
784506,IN,HARYANA,GURUGRAM
700109,IN,Gujarat,VADODARA
800004,IN,MAHARASHTRA,MUMBAI
110028,IN,TAMIL NADU,CHENNAI
590006,IN,UTTAR PRADESH,JALALABAD SHAHJAHANPUR DISTRICT
390015,IN,TAMIL NADU,COIMBATORE
685608,IN,ODISHA,BHUBANESWAR
502307,IN,MAHARASHTRA,MUMBAI
531061,IN,ASSAM,GUWAHATI
574240,IN,WEST BENGAL,CONTAI
182141,IN,ANDHRA PRADESH,NANDIGAMA
470113,IN,WEST BENGAL,KOLKATA
759123,IN,Gujarat,RAJKOT
411021,IN,TAMIL NADU,CHENNAI
530002,IN,RAJASTHAN,BHIWADI
531001,IN,TRIPURA,AGARTALA
600076,IN,TELANGANA,Hyderabad
122007,IN,JHARKHAND,JAMSHEDPUR
641603,IN,ASSAM,Morigaon
302020,IN,DELHI,NEW DELHI
461775,IN,CHHATTISGARH,Raipur
743426,IN,UTTAR PRADESH,KANPUR
682034,IN,MAHARASHTRA,MUMBAI
625531,IN,TAMIL NADU,CHENNAI
141112,IN,HIMACHAL PRADESH,SOLAN
721101,IN,WEST BENGAL,HABRA
411013,IN,UTTARAKHAND,DEHRADUN
207242,IN,TAMIL NADU,CHENNAI
781313,IN,ODISHA,BHUBANESWAR
608001,IN,DELHI,NEW DELHI
303313,IN,HARYANA,FARIDABAD
700031,IN,JHARKHAND,GUMLA
688532,IN,TAMIL NADU,CHENNAI
680666,IN,KERALA,ERNAKULAM
400055,IN,MAHARASHTRA,"Chembur East, MUMBAI"
690518,IN,ASSAM,GOALPARA
741245,IN,KERALA,KANNUR
625007,IN,KERALA,Kollam
515134,IN,MAHARASHTRA,BADLAPUR
400025,IN,WEST BENGAL,KOLKATA
505211,IN,MAHARASHTRA,MUMBAI
695004,IN,ANDHRA PRADESH,GUNTUR
560002,IN,KERALA,THIRUVANANTHAPURAM
141003,IN,TAMIL NADU,SHOLINGUR
521101,IN,MAHARASHTRA,KARJAT RAIGARH DISTRICT
695029,IN,HARYANA,Jathlana
577401,IN,BIHAR,PATNA
600053,IN,KARNATAKA,UDUPI
230001,IN,MAHARASHTRA,PUNE
209625,IN,KERALA,KOTHAMANGALAM
506013,IN,Gujarat,Bardoli
192124,IN,KARNATAKA,BALLARI
394305,IN,BIHAR,PATNA
751024,IN,MAHARASHTRA,MUMBAI
445001,IN,HARYANA,GURGAON
642001,IN,TAMIL NADU,CHENNAI
262501,IN,ASSAM,GUWAHATI
695010,IN,ASSAM,Missamari
422101,IN,WEST BENGAL,Agarpara
422006,IN,MAHARASHTRA,NAVI MUMBAI
620007,IN,BIHAR,Patna
533437,IN,DELHI,NEW DELHI
736101,IN,KARNATAKA,BELAGAVI
600070,IN,Gujarat,VADODARA
641014,IN,KERALA,THODUPUZHA
110062,IN,TELANGANA,Hyderabad
695006,IN,ANDHRA PRADESH,ATCHUTAPURAM APSEZ
492001,IN,KARNATAKA,Ujire
380007,IN,JAMMU & KASHMIR,CHENANI
574219,IN,MADHYA PRADESH,BINA
562123,IN,ODISHA,ANUGUL
521211,IN,MAHARASHTRA,PUNE
700057,IN,ANDHRA PRADESH,VISAKHAPATNAM
230132,IN,ANDHRA PRADESH,ANAKAPALLE
273001,IN,TAMIL NADU,CHENNAI
382330,IN,HARYANA,GURUGRAM
683572,IN,TAMIL NADU,tirupur
560059,IN,RAJASTHAN,JAIPUR
190017,IN,MADHYA PRADESH,PIPARIYA
680301,IN,WEST BENGAL,Hasnabad
763008,IN,KERALA,CHERANALLUR
500047,IN,TAMIL NADU,THENI ALLINAGARAM
110068,IN,PUNJAB,LUDHIANA
146001,IN,WEST BENGAL,MEDINIPUR
524121,IN,MAHARASHTRA,PUNE
683550,IN,UTTAR PRADESH,Ganj Dundwara
441107,IN,ASSAM,BARPETA ROAD
422010,IN,TAMIL NADU,CHIDAMBARAM
689513,IN,RAJASTHAN,Bandikui
380001,IN,WEST BENGAL,KOLKATA
441601,IN,KERALA,ALAPPUZHA
261001,IN,KERALA,KODUNGALLUR
585101,IN,MAHARASHTRA,MUMBAI
412307,IN,KERALA,KARUNAGAPPALLY
823001,IN,WEST BENGAL,KALYANI
110086,IN,TAMIL NADU,MADURAI
523292,IN,ANDHRA PRADESH,PUTTAPARTHI
680001,IN,MAHARASHTRA,MUMBAI
124103,IN,TELANGANA,JALLARAM
811101,IN,KERALA,THIRUVANANTHAPURAM
782435,IN,KARNATAKA,BENGALURU
686633,IN,PUNJAB,LUDHIANA
208007,IN,ANDHRA PRADESH,VIJAYAWADA
400042,IN,KERALA,THIRUVANANTHAPURAM
673103,IN,KARNATAKA,SAGAR
638012,IN,TAMIL NADU,CHENNAI
500083,IN,UTTAR PRADESH,BELA PRATAPGARH
570018,IN,UTTAR PRADESH,FARRUKHABAD
689664,IN,TELANGANA,warangal
500005,IN,JAMMU & KASHMIR,BIJBEHARA
342005,IN,Gujarat,CHALTHAN
733130,IN,ODISHA,BHUBANESWAR
500076,IN,MAHARASHTRA,yavatmal
143519,IN,TAMIL NADU,POLLACHI
600082,IN,UTTARAKHAND,PITHORAGARH
501510,IN,KERALA,THIRUVANANTHAPURAM
673003,IN,MAHARASHTRA,NASHIK
401303,IN,MAHARASHTRA,Nasik
276129,IN,TAMIL NADU,TIRUCHIRAPPALLI
524002,IN,ANDHRA PRADESH,PEDDAPURAM
734001,IN,WEST BENGAL,KOCH BIHAR
421003,IN,TAMIL NADU,KANCHIPURAM
691020,IN,TAMIL NADU,COIMBATORE
600034,IN,DELHI,NEW DELHI
302025,IN,KERALA,Thiruvananthapuram
680014,IN,CHHATTISGARH,RAIPUR
676525,IN,Gujarat,AHMEDABAD
388160,IN,KARNATAKA,Mangalore
191111,IN,KARNATAKA,BENGALURU
834002,IN,ANDHRA PRADESH,AGIRIPALLE
572101,IN,WEST BENGAL,KOLKATA
144626,IN,UTTAR PRADESH,LALGANJ
517325,IN,UTTAR PRADESH,GORAKHPUR
305901,IN,Gujarat,AHMEDABAD
411017,IN,KERALA,Angamaly
175001,IN,KARNATAKA,BENGALURU
181123,IN,JAMMU & KASHMIR,SRINAGAR
572107,IN,KERALA,NENMENIKKARA
208027,IN,ODISHA,DAMANJODI
571234,IN,KERALA,THIRUVANANTHAPURAM
500091,IN,TELANGANA,Hyderabad
828109,IN,DELHI,NEW DELHI
110014,IN,PUNJAB,HOSHIARPUR
700014,IN,ANDHRA PRADESH,SULLURU
396310,IN,KERALA,PERUMBAVOOR
403703,IN,MAHARASHTRA,SAVNER
828301,IN,MAHARASHTRA,NASHIK
360002,IN,KERALA,PATHANAMTHITTA
602001,IN,Gujarat,AHMEDABAD
500045,IN,MAHARASHTRA,GONDIYA
144022,IN,UTTAR PRADESH,SITAPUR
535003,IN,KARNATAKA,KALABURGI
632301,IN,MAHARASHTRA,PUNE
636105,IN,BIHAR,GAYA
686544,IN,DELHI,NEW DELHI
560090,IN,LADAKH,LEH ladakh
535002,IN,ANDHRA PRADESH,ULAVAPADU
414609,IN,KERALA,Thrissur
382721,IN,HARYANA,Jhajjar
507167,IN,BIHAR,BARBIGHA
411046,IN,ASSAM,HOJAI
500037,IN,KERALA,Kottayam
585102,IN,UTTAR PRADESH,KANPUR
403804,IN,MAHARASHTRA,Mumbai
