OrderID,ship_service_level,ship_city,ship_state,ship_postal_code,ship_country
407-8223985-9222759,Standard,FARIDABAD,HARYANA,121002,IN
402-0816145-2298728,Expedited,KANAKAPURA,KARNATAKA,562117,IN
402-1455544-0215531,Standard,NAYAGARH,ODISHA,752069,IN
404-8547306-0655567,Expedited,BENGALURU,KARNATAKA,560100,IN
405-5329199-0148361,Expedited,NELLORE,ANDHRA PRADESH,524002,IN
403-5781915-7536333,Standard,GUWAHATI,ASSAM,781026,IN
404-7582649-9376356,Expedited,Keshorai patan district bundi,RAJASTHAN,323601,IN
406-8108975-3501116,Standard,GURUGRAM,HARYANA,122006,IN
406-4085747-4865948,Expedited,GURUGRAM,HARYANA,122006,IN
407-1704799-3688303,Standard,FARIDABAD,HARYANA,121002,IN
171-6067056-5427546,Expedited,MUDIGERE,KARNATAKA,577132,IN
402-3913127-0775535,Standard,MAUNATH BHANJAN,UTTAR PRADESH,275101,IN
171-4574832-2607555,Standard,KOZHIKODE,KERALA,673007,IN
402-6727239-7489153,Expedited,ALMORA,UTTARAKHAND,263601,IN
405-1385488-2633929,Expedited,VASAI VIRAR,MAHARASHTRA,401209,IN
403-5729680-8479518,Expedited,KOLKATA,WEST BENGAL,700047,IN
402-7537787-1175516,Standard,HYDERABAD,TELANGANA,500059,IN
402-2918333-3745110,Expedited,HYDERABAD,TELANGANA,500059,IN
403-3479929-9745128,Expedited,Mumbai,MAHARASHTRA,400056,IN
403-1419316-7006766,Expedited,MUMBAI,MAHARASHTRA,400053,IN
407-9787514-7840344,Standard,CHENNAI,TAMIL NADU,600078,IN
171-6344823-1297147,Standard,IMPHAL,MANIPUR,795004,IN
405-5785052-1218752,Standard,PALA,KERALA,686575,IN
406-7883914-6163564,Expedited,BENGALURU,KARNATAKA,560067,IN
408-9346354-7929150,Expedited,BHUBANESWAR,ODISHA,751024,IN
402-5395854-5834752,Expedited,BUTIBORI,MAHARASHTRA,441108,IN
403-8988440-3803569,Standard,FARIDKOT,PUNJAB,151203,IN
407-3577055-8815514,Expedited,UDAIPUR,RAJASTHAN,313001,IN
404-4061177-8610724,Expedited,PUNE,MAHARASHTRA,411062,IN
407-7968743-8425119,Standard,Thonnakkal,KERALA,695317,IN
406-5838396-7805169,Standard,PUNE,MAHARASHTRA,411057,IN
407-2567959-8710743,Standard,INDORE,MADHYA PRADESH,452016,IN
404-9523038-1797106,Expedited,Bhagalpur,BIHAR,812001,IN
403-1101578-8507507,Expedited,Mumbai,MAHARASHTRA,400028,IN
404-1875181-1120369,Expedited,Jodhpur,RAJASTHAN,342001,IN
406-2673694-4309928,Standard,HYDERABAD,TELANGANA,500087,IN
406-9013377-8709160,Expedited,THRISSUR,KERALA,680007,IN
406-2630417-7537144,Expedited,THRISSUR,KERALA,680007,IN
171-0047526-2364374,Expedited,MUMBAI,MAHARASHTRA,400011,IN
402-8581216-9713138,Expedited,"MULUND EAST, MUMBAI",MAHARASHTRA,400081,IN
408-6256078-9931566,Expedited,PUNE,MAHARASHTRA,411045,IN
408-7557633-7134708,Expedited,PUNE,MAHARASHTRA,411037,IN
407-3273960-8088328,Standard,ASANSOL,WEST BENGAL,713325,IN
407-2748756-6662713,Expedited,ASANSOL,WEST BENGAL,713325,IN
404-3428452-4463522,Expedited,NOIDA,UTTAR PRADESH,201301,IN
171-0529328-0129941,Standard,PUNE,MAHARASHTRA,411009,IN
404-7781355-6577169,Expedited,KOLKATA,WEST BENGAL,700006,IN
404-3674282-8853902,Expedited,KOLKATA,WEST BENGAL,700082,IN
404-0017324-4386702,Expedited,KOLKATA,WEST BENGAL,700082,IN
403-9104047-6761908,Expedited,NASHIK. GST NO. 27ALXPD3261A1Z9,MAHARASHTRA,422010,IN
403-0361224-6434742,Expedited,NEW DELHI,DELHI,110094,IN
408-1481880-6219535,Expedited,NOIDA,UTTAR PRADESH,201301,IN
171-4563451-5461124,Standard,SALEM,TAMIL NADU,636004,IN
405-5675567-1263543,Expedited,Nagpur,MAHARASHTRA,440008,IN
405-0662288-4726719,Expedited,Nagpur,MAHARASHTRA,440008,IN
402-3199416-3059547,Expedited,PUNE,MAHARASHTRA,411002,IN
406-2284826-4081124,Expedited,NEW DELHI,DELHI,110002,IN
406-6904641-5462748,Expedited,UJJAIN,MADHYA PRADESH,456001,IN
402-6414952-3045907,Expedited,PUNE,MAHARASHTRA,411021,IN
402-4606315-8547569,Standard,VENGOLA,KERALA,683556,IN
405-7543996-8628341,Expedited,Kanyakumari,TAMIL NADU,629202,IN
407-5445607-5710711,Standard,GREATER NOIDA WEST,UTTAR PRADESH,201306,IN
402-1120164-0227565,Expedited,NOIDA,UTTAR PRADESH,201304,IN
402-5160659-3307531,Expedited,DEOGHAR,JHARKHAND,814112,IN
408-7039988-9590748,Expedited,GREATER NOIDA,UTTAR PRADESH,201306,IN
408-1394827-9162738,Standard,GREATER NOIDA,UTTAR PRADESH,201306,IN
405-1934940-0077963,Expedited,BENGALURU,KARNATAKA,560084,IN
406-1145712-1552350,Standard,Hyderabad,TELANGANA,500084,IN
408-9304973-8966767,Standard,MANGALURU,KARNATAKA,575006,IN
171-9775543-4545111,Expedited,THOOKKANAIKAMPALAYAM,TAMIL NADU,638506,IN
406-7995612-2571543,Expedited,MUMBAI,MAHARASHTRA,400043,IN
406-5729151-2754719,Expedited,MUMBAI,MAHARASHTRA,400043,IN
406-0471899-1212344,Standard,MUMBAI,MAHARASHTRA,400043,IN
404-4898757-2798713,Expedited,BHUBANESWAR,ODISHA,751003,IN
408-5352999-1005917,Standard,SIDCUL HARIDWAR,UTTARAKHAND,249403,IN
405-5836451-8595516,Standard,NAVI MUMBAI,MAHARASHTRA,410210,IN
406-7376242-8987529,Standard,KAKINADA,ANDHRA PRADESH,533002,IN
403-2099578-7288343,Standard,THANE,MAHARASHTRA,400606,IN
171-7927161-6465126,Expedited,PUNE,MAHARASHTRA,411014,IN
171-0194359-7084372,Standard,PUNE,MAHARASHTRA,411014,IN
406-3889968-7039547,Expedited,CHENNAI,TAMIL NADU,600041,IN
406-2922747-8220335,Standard,CHENNAI,TAMIL NADU,600041,IN
405-1716629-1033959,Standard,MALAPPURAM,KERALA,679334,IN
171-2177902-8149148,Expedited,BENGALURU,KARNATAKA,560037,IN
408-6835544-1442718,Expedited,HYDERABAD,TELANGANA,500049,IN
404-6663377-5683501,Expedited,SILIGURI,WEST BENGAL,734005,IN
403-0572576-2323540,Expedited,HYDERABAD,TELANGANA,500097,IN
406-5167733-4249136,Expedited,PUNE,MAHARASHTRA,411057,IN
404-6202667-8241903,Standard,TIRUPPUR,TAMIL NADU,641604,IN
408-9075148-0046728,Standard,NOIDA,UTTAR PRADESH,201301,IN
402-3824272-6127561,Expedited,MURADNAGAR,UTTAR PRADESH,201206,IN
406-3136848-4218713,Standard,NEW DELHI,DELHI,110018,IN
403-2239733-2089903,Standard,MAHESANA,Gujarat,384001,IN
406-7460883-1334723,Expedited,NOIDA,UTTAR PRADESH,201301,IN
171-2347789-4152304,Expedited,BENGALURU,KARNATAKA,560026,IN
405-0525160-4649159,Standard,KALYAN,MAHARASHTRA,421204,IN
403-2366995-5264337,Standard,SHIVAMOGGA,KARNATAKA,577201,IN
407-0961734-2425153,Standard,SUSNER,MADHYA PRADESH,465447,IN
402-5472084-1085151,Standard,BENGALURU,KARNATAKA,560029,IN
403-1239180-8574731,Standard,MUMBAI,MAHARASHTRA,400095,IN
403-0052671-1437134,Expedited,KALYAN,MAHARASHTRA,421003,IN
407-8454705-9168365,Expedited,New Delhi,DELHI,110016,IN
403-5977588-2429113,Expedited,Ghaziabad,UTTAR PRADESH,201017,IN
404-8930902-3393913,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN
405-8503539-4347536,Expedited,HYDERABAD,TELANGANA,500038,IN
406-9006029-5734765,Expedited,GUWAHATI,ASSAM,781006,IN
402-4401451-6634721,Expedited,HYDERABAD,TELANGANA,500050,IN
406-9482893-4757100,Standard,GHAZIABAD,UTTAR PRADESH,201011,IN
404-1122685-1705163,Expedited,KOLKATA,WEST BENGAL,700031,IN
171-8125629-1030704,Standard,GUWAHATI,ASSAM,781020,IN
405-7509108-3294763,Expedited,DURG,CHHATTISGARH,491001,IN
405-0585796-8162721,Standard,CHENNAI,TAMIL NADU,600102,IN
171-8406738-1101134,Standard,GUWAHATI,ASSAM,781020,IN
405-0184907-6605139,Expedited,KOLKATA,WEST BENGAL,700002,IN
405-4501377-9787529,Standard,BENGALURU,KARNATAKA,560058,IN
408-3347951-1218768,Standard,CHENNAI,TAMIL NADU,600059,IN
405-0061141-1924374,Expedited,Rohini,DELHI,110085,IN
405-3359349-6774716,Standard,KAKINADA,ANDHRA PRADESH,533006,IN
407-7953921-3149953,Standard,DASUYA,PUNJAB,144205,IN
403-9074220-8097904,Expedited,HYDERABAD,TELANGANA,500058,IN
402-2623873-6455525,Expedited,NEW DELHI,DELHI,110059,IN
408-3743288-6099550,Expedited,NAGPUR,MAHARASHTRA,440022,IN
403-8503540-4392346,Standard,JAIPUR,RAJASTHAN,302017,IN
403-0576701-3687562,Expedited,JAIPUR,RAJASTHAN,302017,IN
403-1817579-7313900,Expedited,Noida,UTTAR PRADESH,201301,IN
171-3612069-8810760,Expedited,BENGALURU,KARNATAKA,560016,IN
408-8881554-0774715,Expedited,NAGPUR,MAHARASHTRA,440022,IN
171-7808514-8806705,Expedited,ORAI,UTTAR PRADESH,285001,IN
405-1243422-1352340,Expedited,Faridabad,HARYANA,121003,IN
408-4720949-9549147,Expedited,NOIDA,UTTAR PRADESH,201309,IN
404-0030176-3960306,Standard,VARANASI,UTTAR PRADESH,221007,IN
405-2324344-7669108,Expedited,KANPUR,UTTAR PRADESH,208008,IN
171-7179602-1203537,Standard,JAHANGIRABAD,UTTAR PRADESH,203394,IN
405-5562681-9261924,Expedited,MUMBAI,MAHARASHTRA,400092,IN
402-9933193-0909137,Standard,BHUBANESWAR,ODISHA,751016,IN
403-4589984-1566745,Expedited,NEW DELHI,DELHI,110017,IN
405-9594150-2849932,Expedited,DELHI,DELHI,110091,IN
408-9172733-2175524,Standard,PUNE,MAHARASHTRA,411057,IN
405-1479348-8205144,Expedited,Faridabad,HARYANA,121003,IN
406-5043359-7084345,Expedited,BENGALURU,KARNATAKA,560083,IN
404-0355571-5263534,Expedited,BENGALURU,KARNATAKA,560010,IN
405-5544027-0705141,Expedited,DEHRADUN,UTTARAKHAND,248008,IN
405-7774239-5189132,Expedited,HYDERABAD,TELANGANA,500073,IN
406-6550633-2660343,Expedited,Samba,JAMMU & KASHMIR,184121,IN
404-9014740-1923526,Expedited,BHOPAL,MADHYA PRADESH,462042,IN
404-3946296-1945945,Expedited,BENGALURU,KARNATAKA,560010,IN
405-8306441-8879525,Expedited,BENGALURU,KARNATAKA,560043,IN
407-8266287-7632328,Expedited,DHAMPUR,UTTAR PRADESH,246761,IN
402-1665961-1030732,Expedited,NEW DELHI,DELHI,110076,IN
406-7219647-8926762,Expedited,Bangalore,KARNATAKA,560037,IN
406-7903983-8042724,Expedited,BARASAT,WEST BENGAL,700126,IN
404-1268838-3137139,Expedited,VELLORE,TAMIL NADU,632007,IN
403-8264549-5224300,Standard,HYDERABAD,TELANGANA,500017,IN
407-1434350-5278743,Expedited,DHAMPUR,UTTAR PRADESH,246761,IN
406-0993350-8436346,Expedited,KARAMADAI,TAMIL NADU,641104,IN
406-2251408-9432341,Standard,BENGALURU,KARNATAKA,560029,IN
171-2413348-6997134,Expedited,MALAD WEST,MAHARASHTRA,400064,IN
407-3196371-5316330,Expedited,BHILWARA,RAJASTHAN,311001,IN
406-9382616-0349169,Standard,LUCKNOW,UTTAR PRADESH,226014,IN
408-7866121-8533105,Standard,DHANBAD,JHARKHAND,826005,IN
402-7100193-3991554,Expedited,BETTIAH,BIHAR,845438,IN
171-6066106-9273140,Standard,Bangalore,KARNATAKA,560038,IN
404-3352266-4981157,Standard,BHOPAL,MADHYA PRADESH,462038,IN
403-1291822-9561139,Expedited,TIRUPATI,ANDHRA PRADESH,517503,IN
402-6417026-1049155,Expedited,KANPUR,UTTAR PRADESH,208011,IN
403-1132621-7965123,Expedited,SIVAKASI,TAMIL NADU,626124,IN
404-4391234-2361947,Expedited,MUMBAI,MAHARASHTRA,400003,IN
171-8320322-2943552,Expedited,GURUGRAM,HARYANA,122016,IN
406-5098257-3158768,Standard,BENGALURU,KARNATAKA,560017,IN
408-7672575-0281953,Standard,KOLKATA,WEST BENGAL,700092,IN
402-0961136-7905137,Expedited,PUNE,MAHARASHTRA,411001,IN
171-4966907-5546716,Expedited,NEW DELHI,DELHI,110091,IN
171-3398765-6211524,Expedited,NEW DELHI,DELHI,110091,IN
171-1153776-9111509,Expedited,NEW DELHI,DELHI,110091,IN
403-5802531-3409951,Expedited,"Borivali (W), MUMBAI",MAHARASHTRA,400091,IN
402-8558796-3409146,Expedited,JAIPUR,RAJASTHAN,302004,IN
402-6245973-6433909,Standard,JAIPUR,RAJASTHAN,302004,IN
405-8313002-0684366,Expedited,YAMUNANAGAR,HARYANA,135001,IN
408-9469866-8834737,Standard,VASAI WEST,MAHARASHTRA,401202,IN
403-0587113-0367549,Standard,PUNE,MAHARASHTRA,411006,IN
407-1877594-6080350,Expedited,BENGALURU,KARNATAKA,560068,IN
402-1069293-8977903,Expedited,BIJNOR,UTTAR PRADESH,246701,IN
407-9576335-3169912,Expedited,CHENNAI,TAMIL NADU,600049,IN
407-2904896-8005905,Standard,BENGALURU,KARNATAKA,560084,IN
403-5347243-0961924,Standard,TEZPUR,ASSAM,784001,IN
402-1748879-1714732,Expedited,Bareilly,UTTAR PRADESH,243202,IN
407-3061417-7297169,Expedited,GAZIPUR,BIHAR,813221,IN
408-0199976-6792375,Expedited,New Delhi,DELHI,110019,IN
403-9190937-3128357,Expedited,MUMBAI,MAHARASHTRA,400012,IN
404-4111702-0494702,Standard,Chennai,TAMIL NADU,600089,IN
405-5211814-9166724,Expedited,GUWAHATI,ASSAM,781019,IN
406-6359850-6369127,Standard,BELAGAVI,KARNATAKA,590003,IN
403-8030061-3376343,Expedited,NEW DELHI,DELHI,110017,IN
171-3443050-4722722,Expedited,ORAI,UTTAR PRADESH,285001,IN
404-3300388-4840350,Standard,SHILLONG,MEGHALAYA,793014,IN
407-3144985-2648312,Expedited,Bangalore,KARNATAKA,560017,IN
405-1873367-0695531,Expedited,VASAI VIRAR,MAHARASHTRA,401202,IN
404-8163203-4457113,Expedited,ULLAL,KARNATAKA,574199,IN
406-6206961-7909935,Expedited,ERNAKULAM,KERALA,682028,IN
406-1885026-9705931,Expedited,Kokrajhar,ASSAM,783370,IN
407-5494955-4713914,Expedited,GANDHI NAGAR,Gujarat,382424,IN
402-5459775-5995553,Expedited,JAGDALPUR,CHHATTISGARH,494001,IN
408-7708013-5844301,Expedited,AHMEDABAD,Gujarat,380019,IN
408-0141583-9543558,Expedited,AHMEDABAD,Gujarat,380019,IN
408-9809326-0449907,Expedited,NAGPUR,MAHARASHTRA,440015,IN
407-2722658-5249930,Expedited,CHENNAI,TAMIL NADU,600126,IN
402-8982653-8129923,Expedited,NAVI MUMBAI,MAHARASHTRA,400708,IN
404-1553566-8830739,Standard,Dombivli,MAHARASHTRA,421204,IN
408-5638155-0396334,Expedited,JAIPUR,RAJASTHAN,302003,IN
404-7428070-4805913,Expedited,CHENNAI,TAMIL NADU,600053,IN
404-8525819-8369900,Standard,GREATER NOIDA,UTTAR PRADESH,201306,IN
403-3067844-3445121,Expedited,BENGALURU,KARNATAKA,560105,IN
408-6852011-6724350,Standard,KOLKATA,WEST BENGAL,700104,IN
408-4906337-4295539,Expedited,SURAT,Gujarat,395007,IN
171-9831771-9230725,Standard,HYDERABAD,TELANGANA,500067,IN
407-0214497-4993915,Expedited,BETUL,MADHYA PRADESH,460001,IN
403-3728799-9758768,Expedited,MATHURA,UTTAR PRADESH,281001,IN
404-6077005-7061105,Standard,BHUBANESWAR,ODISHA,751015,IN
408-7871434-1341120,Expedited,HYDERABAD,TELANGANA,500018,IN
408-0096426-3362725,Standard,BENGALURU,KARNATAKA,560037,IN
405-3555412-6181164,Expedited,MANGALURU,KARNATAKA,575001,IN
408-0908935-6289124,Expedited,BENGALURU,KARNATAKA,560043,IN
407-2704393-3540304,Expedited,MUMBAI,MAHARASHTRA,400068,IN
404-2447797-3082759,Standard,AGRA,UTTAR PRADESH,282005,IN
407-7579125-2352367,Expedited,FARIDABAD,HARYANA,121001,IN
407-8982476-8910742,Expedited,Sheohar,BIHAR,843334,IN
402-7486466-3736349,Standard,HOSUR,TAMIL NADU,635126,IN
171-2580309-1809953,Standard,THANE,MAHARASHTRA,401105,IN
408-9491311-7450736,Standard,PATNA,BIHAR,800014,IN
171-7831113-8955568,Standard,AJMER,RAJASTHAN,305004,IN
408-7427157-2118750,Expedited,HYDERABAD,TELANGANA,500049,IN
404-0913885-6630768,Standard,Ambarnath,MAHARASHTRA,421501,IN
171-1572899-2902745,Expedited,HYDERABAD,TELANGANA,500049,IN
407-9862444-1459518,Expedited,BAHIRGRAM,WEST BENGAL,721152,IN
403-1697888-1700325,Expedited,BHOPAL,MADHYA PRADESH,462003,IN
408-3983384-1225124,Expedited,MUMBAI,MAHARASHTRA,400053,IN
406-3447782-5468359,Expedited,BENGALURU,KARNATAKA,560017,IN
407-7220030-9197952,Expedited,GHATSHILA,JHARKHAND,832303,IN
402-7072082-5899512,Expedited,THIRUVANANTHAPURAM,KERALA,695583,IN
403-2901321-1719501,Standard,RAIPUR,CHHATTISGARH,492001,IN
405-5037513-1259552,Standard,BHUBANESWAR,ODISHA,751024,IN
405-2998416-4645115,Expedited,BHUBANESWAR,ODISHA,751024,IN
407-7889835-9144310,Expedited,LUCKNOW,UTTAR PRADESH,226016,IN
406-7956556-7956352,Standard,RAICHUR,KARNATAKA,584101,IN
407-0685012-7304320,Expedited,MUMBAI,MAHARASHTRA,400068,IN
403-0050542-4905101,Standard,SHAHJAHANPUR,UTTAR PRADESH,242001,IN
403-9681531-3333131,Expedited,HYDERABAD,TELANGANA,500043,IN
402-8846215-4181130,Standard,KARIYANNUR,KERALA,680584,IN
403-4606426-0409136,Expedited,HYDERABAD,TELANGANA,500043,IN
403-7654893-6429906,Standard,Hosur,TAMIL NADU,635110,IN
402-5718755-2113144,Expedited,Karatagi,KARNATAKA,583229,IN
404-5252958-1069920,Expedited,Ranchi,JHARKHAND,834001,IN
171-0722056-4935563,Standard,NEW DELHI,DELHI,110041,IN
402-9268103-8461958,Standard,LUCKNOW,UTTAR PRADESH,226005,IN
404-3427702-7609160,Expedited,RISHIKESH,UTTARAKHAND,249201,IN
408-4189416-6464324,Expedited,Chennai,TAMIL NADU,600087,IN
404-9888867-2430724,Expedited,Pathankot,PUNJAB,145001,IN
407-1121978-5181147,Expedited,BENGALURU,KARNATAKA,560100,IN
171-3769239-4855551,Expedited,HYDERABAD,TELANGANA,500048,IN
406-2587588-0849927,Standard,Bangalore,KARNATAKA,560004,IN
171-7342316-5123501,Expedited,HYDERABAD,TELANGANA,500090,IN
403-3148026-7474712,Standard,KUMARAPALAYAM,TAMIL NADU,638183,IN
402-8813621-1697924,Standard,Amritsar,PUNJAB,143001,IN
402-2815164-6293942,Expedited,FARIDABAD,HARYANA,121003,IN
402-5633731-3093917,Expedited,Haddo,ANDAMAN & NICOBAR ,744102,IN
403-3887521-4804304,Standard,CHENNAI,TAMIL NADU,600026,IN
402-1579494-7842715,Expedited,BENGALURU,KARNATAKA,560102,IN
406-0430265-6980325,Standard,Saharsa,BIHAR,852106,IN
402-4265470-4762709,Expedited,hyderabad,TELANGANA,500080,IN
171-3434096-0980314,Standard,LUCKNOW,UTTAR PRADESH,226007,IN
407-2631951-2533917,Expedited,DOMBIVLI WEST,MAHARASHTRA,421202,IN
407-1143890-0764351,Standard,DOMBIVLI WEST,MAHARASHTRA,421202,IN
405-7165239-4383543,Standard,PATNA,BIHAR,801503,IN
408-7531996-5299541,Expedited,Pathankot,PUNJAB,145001,IN
408-9681564-1601945,Standard,Pathankot,PUNJAB,145001,IN
403-5755872-2274737,Expedited,CHENNAI,TAMIL NADU,600060,IN
171-5631738-1597936,Standard,PUNE,MAHARASHTRA,411030,IN
403-5455722-2809116,Expedited,AIZAWL,MIZORAM,796001,IN
406-0570076-4109132,Standard,MUMBAI,MAHARASHTRA,400092,IN
402-3222528-0843520,Expedited,CHENNAI,TAMIL NADU,600113,IN
171-2791960-1480346,Expedited,PURI,ODISHA,752002,IN
404-9542388-9585136,Expedited,BARABANKI,UTTAR PRADESH,225001,IN
407-0496429-4118725,Standard,BENGALURU,KARNATAKA,560037,IN
407-1408330-6127540,Expedited,GORAKHPUR,UTTAR PRADESH,273008,IN
403-7558346-8844364,Expedited,Chandigarh,Chandigarh,160047,IN
405-1220296-4613134,Expedited,Central Delhi,DELHI,110008,IN
402-6796074-2707527,Expedited,CHANDIGARH,CHANDIGARH,160023,IN
402-4782310-7808306,Expedited,JAIPUR,RAJASTHAN,302012,IN
404-0368530-2583522,Expedited,BENGALURU,KARNATAKA,560093,IN
403-3466105-6728301,Standard,GHAZIABAD,UTTAR PRADESH,201002,IN
404-6854101-3366714,Expedited,BADDI,HIMACHAL PRADESH,173205,IN
407-8171100-7145969,Standard,Bangalore,KARNATAKA,560078,IN
407-8690289-6032341,Standard,Bangalore,KARNATAKA,560078,IN
406-8252229-2796332,Standard,AGRA,UTTAR PRADESH,282005,IN
171-7600521-6685911,Standard,RAIGARH,CHHATTISGARH,496001,IN
405-4353750-1257928,Expedited,HYDERABAD,TELANGANA,500084,IN
171-0086633-7201926,Expedited,PATNA,BIHAR,800001,IN
405-7364686-7582722,Expedited,NANDED WAGHALA,MAHARASHTRA,431602,IN
405-9852180-3732303,Expedited,KOLKATA,WEST BENGAL,700099,IN
406-7007906-1531513,Expedited,NORTH WEST DELHI,DELHI,110035,IN
407-8784917-9410701,Expedited,CHENNAI,TAMIL NADU,600041,IN
407-6693726-5617108,Standard,CHENNAI,TAMIL NADU,600041,IN
405-9435646-3791568,Expedited,Danapur,BIHAR,800012,IN
403-6498378-3113127,Expedited,JAIPUR,RAJASTHAN,302012,IN
407-9962033-9260332,Expedited,ANANTAPUR,ANDHRA PRADESH,515004,IN
407-0408673-1297907,Standard,ANANTAPUR,ANDHRA PRADESH,515004,IN
407-0225315-8190755,Expedited,ANANTAPUR,ANDHRA PRADESH,515004,IN
405-1517556-3910720,Standard,ANANTAPUR,ANDHRA PRADESH,515004,IN
406-0656253-2210728,Expedited,MUMBAI,MAHARASHTRA,400101,IN
171-8683628-5518719,Expedited,PUNE,MAHARASHTRA,411006,IN
402-2199783-6192302,Standard,GUWAHATI,ASSAM,781032,IN
171-6165957-1365108,Expedited,GARBETA,WEST BENGAL,721127,IN
405-3336026-7101109,Expedited,BENGALURU,KARNATAKA,560085,IN
404-3164241-9731547,Expedited,MUMBAI,MAHARASHTRA,400066,IN
405-6056671-0527514,Expedited,JAIPUR,RAJASTHAN,302004,IN
408-8909428-5572323,Expedited,NEW DELHI,DELHI,110016,IN
405-3035179-5863510,Expedited,CHENNAI,TAMIL NADU,600018,IN
406-4234857-9525951,Expedited,HOSKOTE,KARNATAKA,562114,IN
403-9409547-9336364,Standard,KAPILESWARAPURAM,ANDHRA PRADESH,533307,IN
407-4841842-9970709,Standard,"anna Nagar west, chennai",TAMIL NADU,600040,IN
171-3533561-0958739,Expedited,KOLKATA,WEST BENGAL,700052,IN
404-4045483-7445929,Expedited,GURUGRAM,HARYANA,122018,IN
406-2593774-3594726,Expedited,BIJNOR,UTTAR PRADESH,246701,IN
405-7332550-4261105,Expedited,Koliyoor,KERALA,695523,IN
402-1220911-6477913,Standard,JABALPUR,MADHYA PRADESH,482003,IN
407-3111122-1730757,Expedited,HYDERABAD,TELANGANA,500028,IN
406-4831746-4074762,Standard,SULTANPUR,UTTAR PRADESH,228001,IN
403-1061964-3350701,Standard,NAGPUR,MAHARASHTRA,440034,IN
403-0482343-8933913,Expedited,BENGALURU,KARNATAKA,560043,IN
403-2924312-8200343,Expedited,NAGPUR,MAHARASHTRA,440034,IN
403-5321048-7932357,Standard,NAGPUR,MAHARASHTRA,440034,IN
408-1998360-5799502,Expedited,Nabha,PUNJAB,147201,IN
402-8373424-1956351,Expedited,BENGALURU,KARNATAKA,560021,IN
408-6950608-5153120,Standard,HYDERABAD,TELANGANA,502032,IN
408-4886101-8488304,Expedited,coimbatore,TAMIL NADU,641015,IN
402-0692870-2855551,Standard,BENGALURU,KARNATAKA,560045,IN
171-8043584-0014748,Standard,KOLKATA,WEST BENGAL,700107,IN
404-7595249-5549167,Expedited,JAIPUR,RAJASTHAN,302022,IN
402-1828992-3901940,Expedited,KADEGAON,MAHARASHTRA,415304,IN
403-7335509-7412322,Standard,HYDERABAD,TELANGANA,500056,IN
403-9003241-8425928,Standard,GORAKHPUR,UTTAR PRADESH,273016,IN
407-3170945-7796355,Standard,HYDERABAD,TELANGANA,500084,IN
406-4696684-2261155,Expedited,HYDERABAD,TELANGANA,500050,IN
402-2073827-7059522,Expedited,Junagadh,Gujarat,362002,IN
406-2202853-4093106,Expedited,BENGALURU,KARNATAKA,562125,IN
408-4838178-2237139,Expedited,MORBI,Gujarat,363641,IN
407-8794840-5277904,Standard,NORTH GOA,GOA,403401,IN
404-7822658-8119564,Expedited,KATHUA,JAMMU & KASHMIR,184101,IN
407-5598225-1835543,Expedited,GUWAHATI,ASSAM,781005,IN
405-0979286-2921118,Expedited,HAMIRPUR,UTTAR PRADESH,210301,IN
171-1268498-1241952,Expedited,PUNE,MAHARASHTRA,411014,IN
408-6024007-4293939,Standard,Bangalore,KARNATAKA,560037,IN
406-9561494-3633945,Expedited,NAVI MUMBAI,MAHARASHTRA,400708,IN
406-2958287-4428310,Standard,ZIRAKPUR,PUNJAB,140603,IN
406-0469600-7266765,Standard,AHMEDABAD,Gujarat,380006,IN
405-0088079-3937953,Standard,HOWRAH,WEST BENGAL,711109,IN
171-9963991-0046753,Expedited,MACHILIPATNAM,ANDHRA PRADESH,521001,IN
402-5625957-8049958,Standard,KARIYANNUR,KERALA,680584,IN
406-4473661-9835508,Expedited,Pune,MAHARASHTRA,410501,IN
406-1605991-7915561,Expedited,Pune,MAHARASHTRA,410501,IN
171-5011544-2962724,Expedited,HYDERABAD,TELANGANA,500034,IN
402-0527032-3585936,Expedited,HYDERABAD,TELANGANA,500069,IN
406-4142063-1201141,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN
404-3742790-8140316,Expedited,DHARMAPURI,TAMIL NADU,636705,IN
404-7398636-4602704,Expedited,Gangtok,SIKKIM,737101,IN
408-5503945-7013903,Expedited,GREATER NOIDA,UTTAR PRADESH,201306,IN
403-2526386-4033959,Expedited,SHIRDI,MAHARASHTRA,423109,IN
402-8807325-9763569,Expedited,GURUGRAM,HARYANA,122003,IN
171-1387470-9675504,Standard,HANUMAN JUNCTION,ANDHRA PRADESH,521105,IN
405-0927232-7193119,Standard,Thane,MAHARASHTRA,400612,IN
403-7520808-2960352,Expedited,NEW DELHI,DELHI,110063,IN
407-8541268-5894743,Expedited,BENGALURU,KARNATAKA,560066,IN
171-9195975-7137964,Expedited,EDAPPALLY,KERALA,682024,IN
407-6667605-6547551,Expedited,MUMBAI,MAHARASHTRA,400023,IN
171-7940707-4554721,Expedited,BHUJ,Gujarat,370001,IN
171-8255906-4685130,Expedited,Jaipur,RAJASTHAN,302012,IN
171-7441497-2573962,Expedited,ERNAKULAM,KERALA,682041,IN
403-3283280-2895521,Expedited,BENGALURU,KARNATAKA,560035,IN
402-0158001-5493113,Expedited,Mumbai,MAHARASHTRA,400090,IN
406-2330798-5404330,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
