Order_ID,ship_postal_code,Quantity
408-5168937-3291544,302020,1
404-2714358-6293905,673017,1
402-7500962-4610728,800023,1
407-8887961-2531509,400050,0
404-5790236-0589162,500035,1
171-4314119-4686718,600090,1
171-6450066-6585105,201308,1
408-9184020-2819530,585211,1
402-5153867-8202710,600044,1
171-7598574-4427505,521260,1
406-1825314-8869122,403401,1
403-3932194-0646760,400607,1
402-8162539-7201113,411039,1
402-2940759-1531535,411039,1
405-2800910-3081903,600044,1
408-4328681-0714731,400103,1
408-2908195-9402753,400103,1
402-1870129-6035528,395009,1
405-1525109-6964353,500055,1
406-9129006-6430716,182202,1
404-4359177-3838750,560078,1
408-5354257-2394702,500072,1
404-7929079-5756311,600091,1
408-4927874-0149156,560100,1
405-0875656-3867552,411048,1
405-4473206-2531516,403702,1
408-4790662-5692305,560100,0
403-6380007-4810760,400051,1
405-8846255-9999548,411048,1
408-8245267-4925940,769004,1
408-3774546-3703514,769004,1
406-4270349-5447552,695586,1
406-3006032-6698761,500090,1
406-7720332-8137913,342001,1
402-9468788-4018761,625106,1
402-6098700-8337128,226028,1
408-3164276-8914764,201009,1
405-4835502-9477942,411048,1
408-9650433-4833929,110018,1
406-6995267-7398717,171001,1
406-5647894-7219514,500019,1
404-9098960-5267516,560076,1
407-1961169-7061169,533002,1
405-9532002-1640339,411048,1
407-4740266-7487513,630552,1
406-8314892-5935555,560068,1
408-3979799-5036315,500075,1
407-4628217-6582741,400607,1
406-3125454-5156313,380058,1
408-0560516-3415507,560037,1
407-1703329-9504339,500045,0
402-1946063-6129968,500037,1
408-3660923-8224339,110068,1
404-5035318-4710751,600080,1
408-0270613-7497107,500019,1
405-0873335-2953944,500001,1
402-2323254-2887533,500048,1
407-5811997-4586736,560043,1
406-2315957-1368357,281403,1
404-4783313-4283556,490001,1
405-0995448-1966767,110059,1
405-4092800-4470764,400708,1
408-0415942-7285962,500008,1
405-8931114-2397145,700039,1
405-7411231-8955542,814112,1
405-4717513-4425927,814112,0
406-3459409-1053100,411001,0
404-3439210-8404304,110033,1
406-0222339-8821967,143001,1
171-1397212-5021122,221005,1
402-0629860-5016307,500084,1
408-9625818-5389950,682033,1
408-8712706-9973105,682033,1
406-6182951-4020360,400705,1
406-4916332-3035527,400705,1
407-6864025-7723565,227105,1
407-7152041-3551560,282007,1
402-6756629-7856343,641035,1
402-0261162-9358739,641035,1
407-5719947-9205918,700024,1
407-8799973-4700349,560049,1
407-5398140-9986735,560049,1
404-3816666-5438706,560082,1
406-9586446-3977916,636105,1
407-4892738-4593958,800006,1
406-9988306-5795562,560102,1
405-7581147-0054718,600073,1
407-7215038-6297147,533003,1
408-8810855-0620335,474011,1
403-0089516-3571544,800026,1
408-4337165-2292325,560037,1
408-1907979-6257942,282005,1
407-1082921-1487513,201001,1
404-4137281-6041925,600037,1
406-1966516-1806739,600097,1
171-4748926-4460347,500008,1
406-4933496-3689154,500039,1
405-4468570-3525912,500055,0
408-1524151-6393918,520007,1
407-8127829-4856349,160036,1
405-0714660-2176341,500055,0
403-6582421-9597156,500057,1
408-6585416-7442712,769004,1
171-6332788-2785902,500050,1
171-7508370-0613156,284003,1
403-8569510-4419504,400603,1
406-2083527-4496329,680011,1
406-0549829-4565944,226029,1
404-6766074-0470769,560078,1
404-7614401-3000323,700084,1
404-9663097-2753902,500091,1
405-8300704-0203512,400706,0
171-9933779-2220315,831012,1
404-2585477-2073141,134117,1
402-5186767-1881957,629001,1
407-9518879-1049915,411045,1
403-7436839-0437149,737116,1
405-2309650-4767501,700103,1
402-7708408-5435545,122004,1
404-1917564-4886718,751012,1
403-7644412-2401116,390007,1
405-6562004-4862766,110030,1
405-1504230-1998735,110030,1
407-5773286-4378740,600033,1
402-7421881-1203522,110091,1
408-8587573-3783502,500065,1
402-6378473-7337159,389151,1
405-0869136-1309937,400101,1
405-4800107-4882743,673529,1
171-5395106-1662756,421202,1
171-9423796-2710742,400063,1
402-7933793-6161947,560078,1
402-7505583-0921112,560078,1
403-8728201-9157100,500005,1
405-0460810-7310731,571401,1
403-9671517-4193107,312001,1
405-4435808-3312366,700063,1
404-6498426-3592347,122001,1
404-9387746-9452335,412207,1
408-9883375-3121124,560062,1
405-4423558-0017110,411028,1
171-3288810-1232360,110063,1
407-0525628-0033942,712248,1
403-1600546-5953109,110060,1
407-3752785-3471514,736207,1
402-0840678-8728317,500078,1
407-6224655-0165913,560066,1
402-9281612-5252347,641401,1
403-7269516-0589108,600064,1
402-4753934-8287542,560103,1
405-5992828-8819521,160019,1
404-2907590-6260345,500019,1
405-1704984-6119559,411040,0
407-9500718-3883569,412105,1
403-9119150-8790748,421301,1
403-4452166-4828310,516360,1
403-0786723-6509164,516360,1
406-5270287-0813941,201301,1
406-8310688-5653903,121006,1
403-8120924-2224332,602105,1
407-5929693-8386711,400087,1
403-4481429-4796323,500081,1
404-8086657-5116366,695141,1
408-4565722-1433955,226005,1
404-6711637-1539506,695141,1
404-0033191-3120323,421301,1
406-8152285-9241110,141001,1
407-2067937-4259526,201002,1
403-2507248-8353125,382006,1
406-2221465-6399520,401107,1
408-8210870-0353962,600099,1
406-1337863-7734720,495001,1
407-4069474-9117168,695014,1
407-2579563-9119552,411028,1
402-6359144-2966756,411039,1
408-5390971-6676368,560004,1
402-0633145-3148330,500090,1
408-4932339-7842741,500081,1
404-8108046-4685938,500091,1
407-0993142-2490702,440013,1
403-7650708-9025133,412210,1
405-9358315-4221957,500024,0
171-9922253-7658747,400099,1
402-7146751-4797101,201301,1
406-4759962-4605949,110092,1
408-0379211-0956317,411027,1
407-0833559-8764305,400011,1
171-3482923-6331534,135001,1
402-8374007-0140348,110075,1
404-2977577-4517968,122002,1
404-1508343-1741939,122002,1
405-7020106-0753951,560037,1
405-5743429-6628355,410210,1
405-4631767-0417128,410210,1
408-8336477-2157101,411015,1
403-0996945-5169110,411041,1
404-0497266-6827546,388001,1
408-8296252-6321916,400024,1
408-1632224-5972325,400601,1
171-6254472-2946706,411009,1
404-3347727-4928311,400603,1
404-6409245-6181960,500019,1
406-4537620-9818749,226012,1
404-6129530-4378715,500072,1
407-6173547-5277967,600042,1
406-3551157-6577919,201301,1
404-4885717-5134759,695584,1
406-9986329-3497149,575002,1
403-1303388-9130711,411041,0
406-1914835-0990718,560024,1
171-4591689-3729936,110018,1
404-2658038-0305941,827004,1
402-8212277-4310703,571403,1
405-4495970-9696337,400607,1
405-2242007-0044325,400607,1
405-1534374-2514704,560024,1
404-9474778-2204350,695122,1
404-5241749-7800362,413736,1
402-5416935-9268369,122004,0
403-4415563-0480334,560036,1
171-3057945-3973957,560045,1
403-5143405-1494755,501510,1
405-8011313-3761160,560038,1
404-1127152-5435503,524132,1
404-7902276-3343558,500090,1
406-8053969-8331525,560103,1
406-5542655-1613967,201303,1
408-0410805-4269940,600042,1
171-0314124-1672310,683578,1
404-1221950-4629167,793111,1
406-1721306-5737929,769002,1
406-6204747-6874750,533002,1
404-4039512-7374707,600073,1
402-8583357-8162763,400069,1
408-0249421-4510767,302015,1
171-9048588-2507563,403404,1
408-8579537-5217160,641035,1
403-8630217-6029951,700082,1
403-5570531-0085920,400601,1
408-1308572-4795547,770001,1
402-8338965-9621926,600044,1
402-8182720-4464356,781037,1
171-1493751-0898733,560087,1
405-4814119-1859565,227412,1
403-4049384-7203526,700044,1
403-8216022-6047542,411028,1
171-0214105-5052318,262501,0
407-1602214-3225122,500013,1
171-0386161-6873916,682301,0
405-0463498-3317113,226021,0
405-6472517-4281966,400101,1
402-6554334-0618716,560069,1
405-8298762-3127565,143001,0
405-7449926-9054745,400058,1
408-5641239-0487503,560037,1
404-7810740-5429150,679122,0
405-3150466-9020338,400101,1
402-5996581-1103521,700118,1
402-4185981-2343537,403722,1
408-8952425-6781929,244713,1
408-5737615-8446744,244713,1
407-9039177-2552360,415612,1
404-7847101-1316315,609602,1
407-2005946-4908319,500039,1
408-1581709-5774708,713203,0
405-3263303-3596305,413304,1
408-0339526-5559509,671121,1
171-1332648-1518712,535005,1
403-2282976-3017149,501510,1
408-3137272-1195540,411015,1
408-5595242-9524306,505209,1
408-3252113-2442704,505209,0
403-2018068-4909916,670612,1
404-8474991-3429163,121002,1
405-7154085-7746735,700114,1
407-5827146-3003510,517001,1
404-0905800-4166766,800001,1
405-6205901-9628314,462027,1
406-4307400-6441930,500080,1
408-9104381-9605108,834011,1
405-1260852-8491503,627011,1
408-5923031-5885957,627005,1
408-9831434-4491538,751002,0
171-9280977-6185141,781028,1
402-0074821-1516327,110092,1
402-5161581-8154727,246171,1
404-5392865-1095564,570020,1
405-3295050-5237135,676307,1
403-7415887-3920343,400065,1
403-5092009-7900336,781006,1
403-0462936-0708350,831019,1
407-0118362-5776377,500043,1
407-7709252-0157161,682311,1
404-3628087-7157156,560040,1
408-4757005-9097133,248121,1
405-8535980-6329168,400086,1
408-8846932-3022725,382815,1
408-5159606-3359564,712258,1
171-3248188-8334750,485001,1
171-6897976-2627501,845305,1
402-1308396-1361101,451666,1
402-4624446-5486750,841238,1
404-0434635-2512348,490023,0
171-5293475-6845911,613007,1
408-8316025-9535557,122004,1
406-6118670-8523520,560093,1
406-3370414-0086719,560093,1
406-1360692-2697914,110018,1
403-3577361-4800325,500049,0
406-2917618-4585915,455001,1
404-0041691-0831542,560067,1
402-0181756-9643532,110017,1
408-2248158-1081124,500013,1
405-3335319-1116358,395004,1
408-8843506-3868310,400060,1
402-7501895-2210719,500020,0
171-3604608-0613146,680703,1
404-0657541-4663516,201017,1
406-8105762-9403513,500018,1
402-7267597-7947556,560048,1
405-6880923-5168324,560084,1
403-1338770-5057126,711204,1
408-8380201-7980362,500018,0
404-7095268-5297927,751017,1
408-3293436-9117143,400093,1
402-1338751-2201900,201012,1
407-6325839-9379534,411045,1
171-3744601-9722734,689641,1
403-9462663-3205157,301001,1
407-6758690-3299531,577598,1
402-4138879-1522760,500091,1
406-6734106-9348316,500028,1
407-6457920-2173123,412105,1
407-4619765-3206719,412105,1
405-1141337-6774741,500061,1
407-1843654-1533154,625532,1
402-7789241-9269127,574199,1
171-7730978-6248348,600053,1
171-3524318-7457917,201303,1
405-7136353-7654728,302018,1
405-0177601-0760372,400055,1
405-1141971-3261941,176052,1
402-8935805-6189945,670009,1
404-9254495-6687517,302003,1
403-9382917-1963533,829134,1
403-6826281-2696352,600130,1
404-5860177-0948355,324005,1
403-2422161-6618711,121002,1
406-0116985-9303557,641008,1
407-3865000-2997945,682036,1
407-5181702-9753905,673016,1
408-1144460-3492353,700063,1
407-5656752-0079566,400091,1
171-5065169-3197956,500085,1
407-8154937-4503548,577204,1
403-2020750-2906743,301001,1
408-3787446-9759529,422002,1
405-2205677-1797905,560087,1
408-4071704-2797153,410210,1
402-9163457-2193166,795001,1
407-1826313-9400350,752069,1
406-5548878-0650758,110074,1
404-5687957-1238728,570008,1
407-7528285-4048337,122003,1
405-6817894-6067517,184121,1
406-7301754-0755537,400067,1
403-5867923-1644301,400080,1
408-8278190-3012332,682017,1
404-4007106-0310738,679533,1
403-5307164-8616333,744107,1
403-0552260-4610705,744107,1
406-0712849-3121107,800003,1
402-0310789-1149901,140603,1
404-2359503-8108326,600097,1
408-7993839-8974717,201009,1
171-4580330-3357130,560068,1
407-4377287-6544337,560104,1
402-7011366-4606743,581325,1
407-8502092-1109912,560104,1
405-3863597-3139523,201301,1
402-7523234-7286754,453111,1
408-3832551-9537942,201306,1
406-4920634-7441924,122022,1
406-2840379-3296346,110034,1
407-3062060-7693108,560104,1
405-9143891-9913128,110086,1
407-8157198-1516303,248001,1
405-6241194-0449906,110086,0
407-6451786-2044357,560078,1
408-7588115-2675555,600041,1
408-7033120-4191536,600041,1
403-7473562-1001903,791111,1
405-9782230-5257951,560029,1
402-3805044-4863512,691010,1
407-4403406-3876326,560076,1
403-7063769-4591569,637015,1
404-2968179-7548366,712203,1
408-4931836-1830710,700008,1
402-7648790-5179568,400064,1
405-9626253-6642747,758001,1
402-5704244-0491559,110007,1
406-8658086-9877107,700115,1
408-5022233-8702700,122101,1
171-3732871-6331514,695008,1
171-0558761-5445963,411015,0
171-5151740-0675544,535183,1
408-7922046-1681160,401105,1
408-0192083-2091535,411018,1
407-5963008-7069148,602024,1
408-4155483-1469921,517507,1
406-3165152-6744334,201301,1
402-6366011-4978748,560004,1
408-7463914-4326703,131001,1
406-1531270-8333963,415001,1
404-2955160-4337907,605001,1
403-1529810-6981954,744107,0
408-5110374-8144365,560035,1
407-9774793-5433155,490020,1
404-6769838-9161153,110085,1
407-6682219-5662707,505302,0
408-2249578-6281926,563122,1
402-7909289-9485912,380060,1
407-9041588-6690757,400028,1
404-0163601-4094728,500049,1
406-3800245-5264301,700097,1
402-7628728-7957946,560048,1
408-9740668-5782727,413102,1
405-8990252-4045119,600082,1
405-3845104-6489949,600082,1
405-1203703-5197924,600082,1
171-7977749-1870716,388001,1
405-3033175-5068367,122001,1
406-2566031-1969155,533103,1
403-4754407-2300354,534275,0
404-7127913-2921112,845438,1
404-2748849-5584315,201013,0
404-6661433-2422739,845438,1
404-9102922-1557151,635110,1
403-6103588-0518720,110075,1
402-5561306-0501909,221109,1
406-1538372-7850715,682308,1
405-5094887-5717960,600106,1
403-7894038-9003561,530032,1
403-0126268-3072350,530032,1
402-5462015-2889131,411036,1
405-4984034-7441156,522201,1
404-1368508-1001965,500015,1
407-6969922-5348310,680566,1
408-2335542-5215529,110007,0
402-4141129-1230721,110065,1
406-7101056-7953156,515001,1
404-5176573-1600356,226021,1
408-8588633-9136332,124507,0
407-7284530-6972352,411014,1
407-2722414-7350724,600044,1
407-0793772-9213149,600044,1
408-6099555-8936334,411006,1
404-5394774-7085935,574150,1
404-0274053-8106737,574150,1
407-6692538-0808359,560037,1
405-5772869-5866729,560043,1
171-0818532-3430741,400059,1
402-1756115-6836351,562125,1
408-5183975-3309115,502319,0
408-4574124-8681123,700157,1
171-9057953-0458737,411016,1
171-2911024-6146725,700102,1
171-4217520-9541125,389350,0
407-8690749-8701950,440015,1
408-0741990-6675521,560013,1
403-4879559-7117905,410210,0
403-3060787-4335531,141003,1
408-5305475-1750704,700135,1
403-3361730-1899536,560060,1
406-9561857-0823541,500085,1
403-0434538-3006752,201012,1
407-5599687-8950747,673016,1
171-5633375-5224343,410206,1
171-4612008-2150749,410206,1
402-1608928-8840311,686668,1
408-7495971-4829107,390002,1
403-8741289-9708326,560076,1
408-8383093-8916348,600030,1
402-3131269-6616314,801505,1
407-1419953-6257136,500072,1
171-9593515-9115507,412308,1
405-6988446-3736347,500055,1
404-0569524-9745909,140301,1
171-9669079-8909939,560085,1
402-5718459-6102746,500058,1
402-1777064-1229156,500058,1
406-3114140-4626716,110053,1
406-7505826-4225969,500047,1
407-8566313-9409922,562125,1
171-2659145-8350706,517152,1
408-8286755-3360329,843108,1
403-5686397-7641125,560037,1
404-4481466-1940313,400101,1
402-8312487-7872341,560068,1
407-3303174-7985156,302039,1
407-8651733-3613129,679531,1
408-4712864-4881947,600078,1
171-2923547-0957913,533210,1
171-2010743-5211549,560100,1
408-0072418-4349966,413002,1
406-2369065-6120300,625001,1
171-9743416-1806729,521225,1
404-4913851-8237108,795001,1
405-3236689-8834730,421202,0
403-0433902-0839545,201014,1
407-1697426-4756362,682034,1
402-9114717-9488369,400102,1
406-5440081-0207513,575008,1
408-4729467-9581925,751015,1
402-9100809-1597165,422001,1
406-6420867-5019553,516289,1
171-3467827-8746716,400069,1
407-4626016-3874729,122004,1
407-7586783-1519531,421204,1
407-3294525-0599502,207243,1
408-0340514-4706708,284002,1
402-6200784-5452358,560071,1
406-2619973-6055535,575008,0
403-8462566-2329938,401202,1
408-4317160-0560356,854105,1
407-2548829-5927522,194101,1
408-7220897-5565903,768203,1
171-2311829-4072328,411007,1
402-6718335-8260317,500084,1
402-9486176-1193958,492001,1
406-4274320-6370733,795001,1
406-2263396-5878765,302012,1
406-6296694-8805115,575008,0
406-3182740-6839550,500039,1
408-4381214-8162734,802301,1
406-5761189-1651552,575008,0
407-0310640-3383509,401303,0
406-6884925-7281968,226025,1
406-0292966-1865137,226025,1
403-0443368-3188323,411014,1
403-2179976-1012304,394210,1
403-0558962-4291561,125121,1
171-7224969-6281913,560076,1
405-9594630-1276350,110060,0
402-2559048-9630722,201306,1
404-9628860-9525921,682309,1
405-1409033-4949118,110060,0
405-9227014-6171530,110060,1
404-7129173-9795542,122017,1
403-8681034-3793132,500090,1
402-4244117-2271535,560068,1
403-3276173-0307563,201012,0
407-1819217-9309104,670594,1
407-5773604-8458706,560085,1
403-2797712-8553926,855102,1
406-5612298-5615510,227409,1
171-1415583-6647568,680703,0
407-5381521-0745133,560005,1
407-4411881-1989912,302018,0
406-7143180-9053138,700060,1
408-0646159-2956353,500072,1
403-2189667-3742709,247001,1
171-1115829-5510703,302018,1
406-4104792-5662749,700059,0
171-4737709-6466715,201301,1
406-0578348-9434760,121006,1
407-5225802-4687525,323307,1
406-9263873-9388333,475661,1
402-4908898-2572315,713304,1
405-9324784-5337933,753014,1
171-9517847-4333929,585401,1
171-2974666-5326748,500075,1
407-5952253-4134715,560055,1
402-9696687-5172343,209867,1
406-4440106-4986763,560064,1
403-0762936-9471546,600117,1
407-5882555-5724302,562125,1
171-5370002-2905146,225001,1
402-3827338-2908313,494661,1
406-9649785-4276307,626003,1
406-6475345-8661949,844120,0
171-9251339-4473918,500010,1
171-8863582-4513127,201303,1
404-8715506-9025905,160071,1
408-3406606-8765154,201304,1
402-2016607-4520331,560085,1
407-8179526-3112332,500037,1
404-2183152-5717907,226015,1
407-5706832-8962741,600056,1
407-3372713-3204302,461001,1
407-2910389-9227518,500037,1
406-4032241-3457163,400075,1
403-0759809-4701109,110042,1
171-3452481-6017912,400053,1
408-6009601-4207556,686692,1
408-0932420-6229139,500028,1
407-7080070-8491543,500055,1
406-2456263-0612326,641654,1
404-6675284-7365913,734004,1
403-3195499-1602764,110076,1
407-7799245-9775510,461001,0
407-6844968-6849930,500047,1
407-2787270-3285166,201301,1
404-0144490-1077167,176031,1
406-5426898-5184344,500048,1
171-8258482-0981959,140307,1
171-3329729-7619556,180001,1
402-7793718-0849121,422202,0
405-0965140-4405968,500068,1
403-7440276-8962732,110076,1
403-6252296-8372352,560010,1
403-7517470-9213119,678581,1
171-6424710-3553158,401202,1
402-9673554-8323542,326513,1
406-0417117-4492350,410206,1
404-1868680-7066739,575011,1
406-1777316-9864311,282001,1
403-8414985-0211524,110092,1
405-7208593-2717907,686692,1
403-6887526-4967521,401202,1
403-6267542-1145911,401202,0
405-4444362-8421948,423107,1
403-2398666-5881152,110015,1
408-2175624-3694752,691001,1
404-8389587-7036329,226022,1
405-4176465-3874750,201012,1
406-2202522-5652309,800020,1
408-4850645-5534713,110096,1
408-1826075-7775548,575003,1
402-8989982-1741965,560043,1
403-7147928-7084310,560087,1
407-0128528-4803542,509216,1
171-0838972-8975544,411019,1
406-3545068-6038706,781007,1
403-8932690-1997935,700080,1
407-5428343-1653130,500098,1
402-7582760-6862703,246701,1
406-1500672-3621961,411051,1
171-1453061-6213941,206253,0
402-3276274-4925966,400606,1
406-5621849-1469962,411051,0
402-6620091-4419508,176219,1
407-2955692-2341933,673021,1
407-5408354-9613922,781171,1
408-3551965-7999566,400083,1
404-1982508-0070714,695607,1
405-6435891-5057136,444110,1
407-7545661-3537142,221005,1
402-9619148-5064358,627117,0
406-7973213-3837940,560036,1
406-4988209-2494738,411036,1
403-8578935-5025136,502032,1
405-0831626-8423552,110021,1
402-6324073-0409945,711104,1
404-4621588-8208318,122002,1
408-2672707-0640364,600097,1
405-0092414-8793954,400604,0
408-7399107-9477158,201301,1
404-3239689-1909928,400099,1
402-4666860-7106725,411005,1
407-0941168-2010765,768004,1
403-8315366-0024312,500090,1
408-7626135-8571541,110075,1
406-6307210-2822738,151201,1
403-2255641-7161141,110053,1
408-5957364-6784313,226016,1
405-4244872-5644360,751006,1
403-9276980-4310730,274201,1
406-3558607-1613952,122001,1
402-8292214-8584345,560072,0
408-9767586-9841962,641035,1
404-5546338-2160353,670642,1
171-1502551-0832322,175136,1
171-6755598-9307523,781028,1
404-7938296-5794707,584101,0
403-8384953-2404306,342008,1
171-9334529-4156323,400007,1
407-4986076-1530762,500019,1
402-3296165-4275557,390021,1
405-7266599-0154725,600059,1
408-5247474-7167520,500089,1
407-3466417-6517103,700028,1
403-0028516-6876355,695543,1
405-2687716-8051531,600049,1
408-5655239-5632310,382330,1
171-8132880-6196315,133001,1
171-5478551-9012347,682003,1
402-1975583-2958768,421204,1
404-6357680-2962760,400063,1
408-2175443-9641927,751003,1
171-0423158-0518752,140124,1
403-5126466-4351557,560061,0
402-5156891-3865122,462023,1
408-9226031-3488335,122001,1
406-7257707-0312333,500068,1
408-1001614-1552354,400610,1
404-3311989-3928357,263139,1
408-9994843-8735554,600123,1
404-1445457-4555525,500034,1
408-7466177-6415513,575002,1
405-0490974-0440367,176061,1
403-7612397-6362708,712204,1
171-0890490-7165108,440004,1
404-7650830-2505946,211019,1
405-0451145-8585938,206244,1
171-4561801-1315535,302033,1
402-1334798-8290756,500035,1
404-8292385-3331542,211019,0
404-3819006-7275521,110091,1
406-7254152-3265148,400101,1
171-1927130-5462754,805130,1
407-8458921-4557120,110043,1
405-0573529-9980305,263151,1
171-4542091-5474722,440018,1
405-8387656-6465941,785634,1
408-8640227-4447535,382016,1
408-4399586-2025134,600097,1
405-4947093-5010723,560061,1
171-8461957-3053124,801503,1
403-3393865-9191509,563114,1
405-2332337-7716348,560061,0
407-1747417-3132309,474001,1
408-5295720-2496342,134116,1
402-4914156-7859562,401202,1
402-8974473-0647525,411028,1
406-3230392-2949906,560037,1
405-7943142-1586740,148101,1
403-8640243-7225143,629004,1
407-4466108-6376353,400067,1
171-4869126-2501966,401107,1
408-1250758-2006750,753008,1
408-9273377-2997138,110087,1
408-3012990-7600304,577527,1
402-1790719-0341147,700031,1
402-7639174-4378768,201001,1
171-6137953-9373933,403802,1
406-9671392-3997153,600083,1
408-7524554-2377159,131029,1
408-5371854-0063528,560017,0
171-7411644-9554746,382421,1
402-5355745-1627532,400018,1
406-3436669-7811548,700029,1
406-4080251-0980336,110084,1
404-0694604-3914739,121001,1
403-5107029-1629953,682314,1
404-2056945-1428355,560100,1
402-6307377-9662736,400606,1
407-7615914-1915558,560066,1
403-9743672-5602733,307026,1
402-6761734-1509126,515122,1
407-9064311-6709104,625014,1
405-4541599-3782716,380054,1
402-6554030-8305120,500040,1
404-1425510-7318768,500049,1
404-4594232-6211546,700156,1
407-5255744-5570700,680502,1
408-5331276-1570734,226010,1
404-8841264-1401160,605010,1
408-7924172-0773131,506001,1
406-7590742-2997113,600083,0
403-2650782-3736353,799120,1
171-7357174-2924352,751020,1
404-2956026-4312324,500028,1
407-1642703-8546755,796007,1
402-1208428-7483557,682304,1
407-5069710-8656338,243301,1
407-6667295-4275538,411043,1
404-0575754-2639555,143531,1
408-5056740-2450715,781020,1
403-1756131-2959505,263139,1
403-5579144-6259506,682024,1
408-3069128-6599554,363641,1
402-3076630-4516305,711310,1
405-3901711-6162706,505326,1
404-0469525-1738742,201305,1
403-3321878-1739549,535525,1
406-0812223-8297100,530016,1
171-9401932-4199522,695028,1
171-7803008-1870710,695028,1
171-0279470-0852346,695028,1
171-4438130-3058704,411041,1
171-4322525-6205107,210001,1
405-3387120-5922717,400601,1
408-6723779-8891542,411017,1
408-6148118-4897912,580023,1
403-3822455-1728340,140301,1
404-5386854-6837923,302028,0
407-2657341-5093126,560036,1
405-8427357-0251561,625007,1
402-6757170-9785140,390023,1
404-4124125-2149130,700052,1
405-4743689-1945168,126112,0
404-1182961-0314700,560062,1
407-8651865-0262714,682311,1
402-7901005-5521105,600017,1
408-5675419-9195511,411007,1
404-7195206-6757116,411015,1
408-4631753-5605964,400066,1
403-9359541-9901922,641045,1
405-5582233-4680352,500009,1
406-0484424-3022707,781015,1
403-4811757-6370750,686004,1
403-2490758-4974717,629004,0
402-5568758-5345959,400078,1
171-0229372-1357169,683513,1
405-5179172-1729162,416003,1
402-6681750-6869122,380060,1
404-4345636-1931532,411042,1
408-6534598-9729107,695010,1
408-5949114-8679524,201301,1
171-7871911-5871510,560016,0
408-2065933-5085901,400083,1
408-9229170-7204324,400610,1
408-0209399-0076311,211016,1
402-5669506-4024364,560056,1
404-9907429-6937924,845438,1
402-6885280-0625916,641659,1
402-6505002-0001923,500089,1
404-9718147-5759518,110034,1
408-5218561-8851569,250004,1
407-0608772-6625164,244701,1
405-3015364-8388340,500002,1
407-9341324-2405918,533101,1
407-3211568-7805946,110089,0
405-8829032-9830740,500084,1
404-6584100-4411539,600028,1
408-4606257-4589913,380015,1
404-4327182-7289939,530027,1
407-3367922-5669912,521137,1
405-0659866-9525951,500029,1
404-4029046-4300342,577201,1
407-8522926-2613947,110089,0
404-0755914-1378716,400072,1
403-9665715-9597913,110052,1
171-2410681-2468337,517001,0
404-2410335-5241134,422005,1
404-7933697-0225965,122009,1
404-9215801-9295557,576104,1
171-3187640-0459520,560035,1
171-5910367-1374760,691301,1
171-4702974-4705952,638003,1
407-7101450-9949150,600028,1
404-3758356-3034737,700075,1
402-7480605-2161106,641047,1
408-5387745-6057924,574239,1
404-6508411-7603554,226016,1
403-5771955-3517148,201305,1
403-1433983-2420312,201305,1
404-2852199-5467564,110018,1
402-5476308-1941106,621005,1
402-1653447-8374723,781008,1
403-2894659-8749165,577522,1
406-0770424-6397147,226004,1
403-7359067-0566701,518102,0
404-9084482-6717957,682301,1
404-6894487-5291507,682301,1
408-6324868-9517912,560017,0
404-3109555-0241168,142022,1
404-0361398-4849113,560064,1
402-1830065-3840318,441911,1
404-0165941-4786767,533342,1
402-7086038-6869929,500009,1
407-0640459-2611519,411027,1
171-5094701-8501911,520010,1
171-8602223-6852306,500085,1
403-0998187-5227549,620022,1
404-4572148-0261902,474001,0
404-3643048-8302755,744101,0
408-6641742-5823512,600049,1
402-1600596-0190730,603112,1
403-9531940-6489144,781032,1
404-5859734-0088316,508248,0
171-9192432-7813112,560077,1
402-6341618-7011535,121007,1
402-3561523-5640353,121007,1
403-3347651-8165143,759116,1
407-6683196-4826716,302013,1
408-1698803-7789165,600072,1
402-4759678-0173907,500090,1
405-8496155-3901935,500084,1
171-7624473-7231558,700094,1
402-7456731-8804348,742102,1
405-2982893-5977119,141116,0
404-9035832-0263501,680751,1
407-1903444-2149911,171002,1
404-6653898-1137142,530051,1
407-1920643-7533916,382110,1
402-2302951-2663556,560035,1
404-9065335-0853115,411046,1
171-1779150-7233146,500079,1
403-4718353-1538731,400604,1
402-0652621-2612335,411057,1
403-1328247-0192325,560037,1
404-4362403-8516323,400101,1
402-6644909-2735514,572107,1
405-7222038-6301156,517001,1
171-8542533-7123559,768234,1
404-0166756-4294739,691589,1
406-7184030-4947507,403726,1
406-5623908-8146759,403726,1
171-0756133-7609167,600045,1
405-4654917-3844360,201206,1
408-7426998-6797935,410504,1
404-9881587-6097140,721171,1
405-6762311-7726746,500061,1
407-3197147-3676339,700070,1
407-2309631-2905906,412105,1
408-7081220-9744363,560098,1
402-4806729-5462717,523001,1
408-2532266-1801944,792110,1
407-1754998-1693962,400071,1
407-8267402-3205149,144022,1
408-1998751-3629119,462042,1
404-9604765-6275528,682301,0
404-1403417-0565937,682301,0
402-3534923-5301903,737101,0
408-8032544-6806740,560087,1
408-6765201-8584348,517505,1
408-4785193-4558721,177101,1
407-6863241-2097156,182101,1
402-6237166-3334709,600076,1
405-9301265-5719554,689645,1
404-2441504-7081149,560035,1
406-4433077-7381147,201303,1
402-0146677-6769967,641687,1
404-4336985-3197120,400605,0
402-1243165-1694711,641687,0
408-7925827-7766738,560099,1
407-7209760-2294745,403722,1
405-8128172-9936365,142026,1
402-4596241-2269159,517214,1
408-1946930-2182701,390011,1
